RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName
762573,1156,Downtown,Neighborhood,NY,NY,Mount Vernon,New York-Newark-Jersey City,Westchester County
193555,1157,Bulls Head,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County
268570,1158,Visitacion Valley,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County
273404,1158,Crocker Amazon,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County
738023,1160,Education Hill,Neighborhood,WA,WA,Redmond,Seattle-Tacoma-Bellevue,King County
208709,1161,Brookline,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County
274388,1162,MacDonald Ranch,Neighborhood,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County
4748,1163,Fords,Neighborhood,NJ,NJ,Woodbridge Township,New York-Newark-Jersey City,Middlesex County
250050,1164,Beacon Hill,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County
126471,1165,Upper Grand Lagoon,Neighborhood,FL,FL,Panama City Beach,Panama City,Bay County
344019,1166,Admiral,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County
764222,1167,Midtown,Neighborhood,CA,CA,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura County
201373,1168,Hough,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County
274530,1169,Midway,Neighborhood,MN,MN,Saint Paul,Minneapolis-St. Paul-Bloomington,Ramsey County
5012,1170,Guilford College,Neighborhood,NC,NC,Greensboro,Greensboro-High Point,Guilford County
268350,1171,Northgate,Neighborhood,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County
271096,1172,Harlow,Neighborhood,OR,OR,Eugene,Eugene,Lane County
42226,1173,Lansingburgh,Neighborhood,NY,NY,Troy,Albany-Schenectady-Troy,Rensselaer County
121716,1174,Foggy Bottom,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia
121762,1175,Mount Pleasant,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia
275284,1176,San Carlos,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
268242,1177,La Sierra South,Neighborhood,CA,CA,Riverside,Riverside-San Bernardino-Ontario,Riverside County
403535,1178,Gulfgate Riverview - Pine Valley,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
118887,1179,West Los Angeles,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
10007,1180,Arverne,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
403283,1181,Belmont Heights,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
275430,1182,South End,Neighborhood,CT,CT,Hartford,Hartford-West Hartford-East Hartford,Hartford County
276540,1183,Riverside,Neighborhood,TX,TX,Austin,Austin-Round Rock,Travis County
116692,1183,Montalvo,Neighborhood,CA,CA,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura County
196213,1185,Mariner's Harbor,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County
403531,1186,Lawndale - Wayside,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
271932,1187,North Beacon Hill,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County
274946,1188,Palm Heights,Neighborhood,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County
274674,1189,New Tacoma,Neighborhood,WA,WA,Tacoma,Seattle-Tacoma-Bellevue,Pierce County
275991,1190,West Side,Neighborhood,CT,CT,Stamford,Bridgeport-Stamford-Norwalk,Fairfield County
275683,1191,Tennyson-Alquire,Neighborhood,CA,CA,Hayward,San Francisco-Oakland-Hayward,Alameda County
274687,1192,North Beach,Neighborhood,FL,FL,Jacksonville,Jacksonville,Duval County
273885,1193,Greater Wythe,Neighborhood,VA,VA,Hampton,Virginia Beach-Norfolk-Newport News,Hampton City
268673,1194,Harvey Park,Neighborhood,CO,CO,Denver,Denver-Aurora-Lakewood,Denver County
268037,1195,Cabrillo,Neighborhood,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County
403225,1196,Floral park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
274212,1197,La Grange,Neighborhood,OH,OH,Toledo,Toledo,Lucas County
13179,1198,Panther Creek,Neighborhood,TX,TX,The Woodlands,Houston-The Woodlands-Sugar Land,Montgomery County
189015,1199,Greentree,Neighborhood,NJ,NJ,Cherry Hill Township,Philadelphia-Camden-Wilmington,Camden County
113749,1200,Beverly Crest,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
251240,1201,Martha Lake,Neighborhood,WA,WA,Lynnwood,Seattle-Tacoma-Bellevue,Snohomish County
273421,1202,Cultural Corridor,Neighborhood,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
403317,1204,Belmont Gardens,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
270185,1205,Bevo Mill,Neighborhood,MO,MO,Saint Louis,St. Louis,Saint Louis City
189979,1206,Princeton Meadows,Neighborhood,NJ,NJ,Plainsboro Township,New York-Newark-Jersey City,Middlesex County
271684,1207,Ballston-Virginia Square,Neighborhood,VA,VA,Arlington,Washington-Arlington-Alexandria,Arlington County
273978,1208,Hidden Valley,Neighborhood,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County
403136,1209,Emerson Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County
111854,1210,Dobson Ranch,Neighborhood,AZ,AZ,Mesa,Phoenix-Mesa-Scottsdale,Maricopa County
273684,1211,Fairmuont,Neighborhood,NJ,NJ,Newark,New York-Newark-Jersey City,Essex County
268536,1212,University,Neighborhood,AL,AL,Tuscaloosa,Tuscaloosa,Tuscaloosa County
416214,1213,Hidden Creek,Neighborhood,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County
275613,1213,Sun City Summerlin,Neighborhood,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
416217,1213,Lennox Village,Neighborhood,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County
416205,1213,Indian Creek Estates,Neighborhood,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County
416218,1213,Barnes Cove,Neighborhood,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County
416209,1213,Sugar Valley,Neighborhood,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County
416212,1213,Stanford Village Homeowners,Neighborhood,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County
416201,1213,Autumn Oaks,Neighborhood,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County
416208,1213,Mill Run,Neighborhood,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County
121553,1222,Turn of River,Neighborhood,CT,CT,Stamford,Bridgeport-Stamford-Norwalk,Fairfield County
753777,1224,Martindale-Brightwood,Neighborhood,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County
273263,1225,City College Area,Neighborhood,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County
272748,1226,Allegheny West,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
268507,1227,Sundale,Neighborhood,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County
275040,1227,Pinnacle Peak,Neighborhood,AZ,AZ,Scottsdale,Phoenix-Mesa-Scottsdale,Maricopa County
764218,1229,West Bluff,Neighborhood,IL,IL,Peoria,Peoria,Peoria County
272230,1230,Riverwest,Neighborhood,WI,WI,Milwaukee,Milwaukee-Waukesha-West Allis,Milwaukee County
275519,1231,Springfield-Belmont,Neighborhood,NJ,NJ,Newark,New York-Newark-Jersey City,Essex County
753810,1232,Graduate Hospital,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
273548,1233,East Forest,Neighborhood,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County
343203,1234,Hunts Point,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
416852,1235,South Lakes Dr - Soapstone Dr,Neighborhood,VA,VA,Reston,Washington-Arlington-Alexandria,Fairfax County
272117,1236,Harambee,Neighborhood,WI,WI,Milwaukee,Milwaukee-Waukesha-West Allis,Milwaukee County
403202,1237,St. George,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County
274716,1238,North Hill,Neighborhood,WA,WA,Spokane,Spokane-Spokane Valley,Spokane County
276532,1239,Richmond,Neighborhood,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County
275682,1240,Terrace Park,Neighborhood,FL,FL,Tampa,Tampa-St. Petersburg-Clearwater,Hillsborough County
272248,1241,Silver Spring,Neighborhood,WI,WI,Milwaukee,Milwaukee-Waukesha-West Allis,Milwaukee County
268178,1241,Glenmoor,Neighborhood,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County
51722,1243,Doddtown,Neighborhood,NJ,NJ,East Orange,New York-Newark-Jersey City,Essex County
274726,1244,North King St,Neighborhood,VA,VA,Hampton,Virginia Beach-Norfolk-Newport News,Hampton City
275300,1245,Santa Anita,Neighborhood,CA,CA,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange County
764254,1246,Northside,Neighborhood,NJ,NJ,Paterson,New York-Newark-Jersey City,Passaic County
276479,1247,North Ridge-Rosemont,Neighborhood,VA,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City
753784,1248,Galludet,Neighborhood,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County
271560,1249,Second Ward,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
275199,1250,Riverside,Neighborhood,MA,MA,Cambridge,Boston-Cambridge-Newton,Middlesex County
762535,1251,Halcyon Foothill,Neighborhood,CA,CA,San Leandro,San Francisco-Oakland-Hayward,Alameda County
271082,1252,Downtown,Neighborhood,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County
273452,1253,Del Rio,Neighborhood,FL,FL,Jacksonville,Jacksonville,Duval County
273116,1254,Cambridgeport,Neighborhood,MA,MA,Cambridge,Boston-Cambridge-Newton,Middlesex County
270100,1255,Como,Neighborhood,MN,MN,Saint Paul,Minneapolis-St. Paul-Bloomington,Ramsey County
762211,1256,Northside,Neighborhood,CA,CA,National City,San Diego-Carlsbad,San Diego County
270800,1257,Bay Terrace,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County
113509,1258,Arlington,Neighborhood,CA,CA,Riverside,Riverside-San Bernardino-Ontario,Riverside County
268015,1259,Bay Ho,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
273458,1260,Dellview Area,Neighborhood,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County
275787,1261,Twin Lakes,Neighborhood,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
764317,1262,Las Colinas,Neighborhood,TX,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County
42714,1263,Martinsville,Neighborhood,NJ,NJ,Bridgewater Township,New York-Newark-Jersey City,Somerset County
417579,1263,Power Ranch,Neighborhood,AZ,AZ,Gilbert,Phoenix-Mesa-Scottsdale,Maricopa County
761267,1265,Plymouth Park,Neighborhood,TX,TX,Irving,Dallas-Fort Worth-Arlington,Dallas County
219911,1266,Wanskuck,Neighborhood,RI,RI,Providence,Providence-Warwick,Providence County
231786,1267,Calallen,Neighborhood,TX,TX,Corpus Christi,Corpus Christi,Nueces County
275659,1268,Taku-Campbell,Neighborhood,AK,AK,Anchorage,Anchorage,Anchorage Borough
235693,1269,Montopolis,Neighborhood,TX,TX,Austin,Austin-Round Rock,Travis County
271869,1270,First Hill,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County
275509,1271,Southwyck,Neighborhood,OH,OH,Toledo,Toledo,Lucas County
270900,1272,North Riverdale,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County
272994,1273,Boerum Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
417897,1274,Reed Park,Neighborhood,AZ,AZ,Mesa,Phoenix-Mesa-Scottsdale,Maricopa County
761006,1275,West Campus,Neighborhood,WA,WA,Federal Way,Seattle-Tacoma-Bellevue,King County
7930,1275,Wicker Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
416312,1277,Willmore City,Neighborhood,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County
251709,1278,Ravenna,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County
273486,1279,Downtown,Neighborhood,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County
403288,1280,Old Irving Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
417516,1281,Golden Gate Heights,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County
269593,1282,The Loop,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
247895,1283,Thalia,Neighborhood,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City
120957,1284,Glenbrook,Neighborhood,CT,CT,Stamford,Bridgeport-Stamford-Norwalk,Fairfield County
342766,1285,Aurora Highlands,Neighborhood,CO,CO,Aurora,Denver-Aurora-Lakewood,Arapahoe County
268391,1286,Stockton Metropolitan Airport,Neighborhood,CA,CA,Stockton,Stockton-Lodi,San Joaquin County
269483,1287,Drake,Neighborhood,IA,IA,Des Moines,Des Moines-West Des Moines,Polk County
274828,1288,Oak Creek,Neighborhood,CA,CA,Irvine,Los Angeles-Long Beach-Anaheim,Orange County
422852,1289,Park Glen,Neighborhood,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County
269397,1290,Old Fourth Ward,Neighborhood,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County
271395,1291,Garrison Park,Neighborhood,TX,TX,Austin,Austin-Round Rock,Travis County
271402,1292,Great Northwest,Neighborhood,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County
40084,1293,North Wantagh,Neighborhood,NY,NY,Wantagh,New York-Newark-Jersey City,Nassau County
270034,1294,Morningside,Neighborhood,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County
268132,1295,Eastside,Neighborhood,CA,CA,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange County
270840,1296,Front Park,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County
623403,1297,North Central,Neighborhood,FL,FL,Hollywood,Miami-Fort Lauderdale-West Palm Beach,Broward County
273868,1297,Grandview,Neighborhood,CA,CA,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles County
121729,1299,Georgetown,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia
126149,1300,Shenandoah,Neighborhood,FL,FL,Miami,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
268293,1301,Mid-City,Neighborhood,CA,CA,Santa Monica,Los Angeles-Long Beach-Anaheim,Los Angeles County
274397,1302,Magruder Area,Neighborhood,VA,VA,Hampton,Virginia Beach-Norfolk-Newport News,Hampton City
200508,1304,Eastmoor,Neighborhood,OH,OH,Columbus,Columbus,Franklin County
273490,1305,Downtown,Neighborhood,HI,HI,Honolulu,Urban Honolulu,Honolulu County
149371,1306,Portland,Neighborhood,KY,KY,Louisville,Louisville/Jefferson County,Jefferson County
272156,1307,Lincoln Village,Neighborhood,WI,WI,Milwaukee,Milwaukee-Waukesha-West Allis,Milwaukee County
753807,1308,Logan Square,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
415928,1309,Maize-Morse,Neighborhood,OH,OH,Columbus,Columbus,Franklin County
274578,1310,Montclaire South,Neighborhood,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County
275382,1311,Silverlake,Neighborhood,RI,RI,Providence,Providence-Warwick,Providence County
753790,1312,Nora-Far Northside,Neighborhood,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County
235797,1313,Mountain View,Neighborhood,TX,TX,El Paso,El Paso,El Paso County
274494,1314,Memorial Park,Neighborhood,CA,CA,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange County
12274,1315,Lake Los Angeles,Neighborhood,CA,CA,Palmdale,Los Angeles-Long Beach-Anaheim,Los Angeles County
271228,1316,West Kensington,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
121785,1317,Shaw,Neighborhood,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia
411765,1318,Whitewater,Neighborhood,CA,CA,Cathedral City,Riverside-San Bernardino-Ontario,Riverside County
126513,1319,Villas,Neighborhood,FL,FL,Fort Myers,Cape Coral-Fort Myers,Lee County
264265,1320,Maplewood,Neighborhood,MA,MA,Fall River,Providence-Warwick,Bristol County
271355,1321,Downtown,Neighborhood,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County
45228,1322,Falcon,Neighborhood,CO,CO,Colorado Springs,Colorado Springs,El Paso County
275730,1323,The Waterfront,Neighborhood,NJ,NJ,Jersey City,New York-Newark-Jersey City,Hudson County
275206,1324,Riverside Park,Neighborhood,NY,NY,Buffalo,Buffalo-Cheektowaga-Niagara Falls,Erie County
274497,1324,Mercury Central,Neighborhood,VA,VA,Hampton,Virginia Beach-Norfolk-Newport News,Hampton City
102588,1326,Spenard,Neighborhood,AK,AK,Anchorage,Anchorage,Anchorage Borough
145983,1327,Turner,Neighborhood,KS,KS,Kansas City,Kansas City,Wyandotte County
763506,1328,North End,Neighborhood,TX,TX,Beaumont,Beaumont-Port Arthur,Jefferson County
275415,1329,South Broad Street,Neighborhood,NJ,NJ,Newark,New York-Newark-Jersey City,Essex County
113128,1330,Tucson Estates,Neighborhood,AZ,AZ,Tucson,Tucson,Pima County
19674,1331,North Merrick,Neighborhood,NY,NY,Merrick,New York-Newark-Jersey City,Nassau County
196875,1332,Oakwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County
275840,1333,Valencia Park,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
264098,1334,Norwood,Neighborhood,FL,FL,Miami Gardens,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County
271135,1335,Southeast,Neighborhood,OR,OR,Eugene,Eugene,Lane County
272839,1335,Bagley,Neighborhood,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County
273492,1337,Downtown,Neighborhood,VA,VA,Hampton,Virginia Beach-Norfolk-Newport News,Hampton City
403230,1338,College East,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
268403,1339,Pico-Lowell,Neighborhood,CA,CA,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange County
274422,1340,Marina,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County
276100,1341,Windsor Park,Neighborhood,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County
45796,1342,Homosassa Springs,Neighborhood,FL,FL,Homosassa,Homosassa Springs,Citrus County
753781,1343,Devington,Neighborhood,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County
276435,1344,Mandarin Station - Losco,Neighborhood,FL,FL,Jacksonville,Jacksonville,Duval County
22649,1345,Zion City,Neighborhood,LA,LA,Baton Rouge,Baton Rouge,East Baton Rouge Parish
20239,1346,Roosevelt Island,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County
271180,1347,Girard Estates,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
10342,1348,Thompsonville,Neighborhood,CT,CT,Enfield,Hartford-West Hartford-East Hartford,Hartford County
275187,1349,River Mountain,Neighborhood,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County
762369,1350,Lower Highlands,Neighborhood,MA,MA,Lowell,Boston-Cambridge-Newton,Middlesex County
764156,1350,Canal,Neighborhood,CA,CA,San Rafael,San Francisco-Oakland-Hayward,Marin County
268743,1352,Speer,Neighborhood,CO,CO,Denver,Denver-Aurora-Lakewood,Denver County
115022,1353,Fairview,Neighborhood,CA,CA,Hayward,San Francisco-Oakland-Hayward,Alameda County
344000,1354,Maple Leaf,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County
343867,1355,East Raleigh,Neighborhood,NC,NC,Raleigh,Raleigh,Wake County
272933,1355,Belmont Heights,Neighborhood,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County
267850,1357,Russian Jack Park,Neighborhood,AK,AK,Anchorage,Anchorage,Anchorage Borough
416876,1358,University,Neighborhood,CA,CA,Stockton,Stockton-Lodi,San Joaquin County
270135,1359,Marcy Holmes,Neighborhood,MN,MN,Minneapolis,Minneapolis-St. Paul-Bloomington,Hennepin County
762603,1360,Park El Monte,Neighborhood,CA,CA,El Monte,Los Angeles-Long Beach-Anaheim,Los Angeles County
115774,1361,Ingleside,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County
274801,1362,Northwest,Neighborhood,NV,NV,Reno,Reno,Washoe County
270082,1363,Westside Connection,Neighborhood,MI,MI,Grand Rapids,Grand Rapids-Wyoming,Kent County
200442,1364,East Akron,Neighborhood,OH,OH,Akron,Akron,Summit County
276468,1365,Near East,Neighborhood,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County
272984,1366,Blue Hills,Neighborhood,CT,CT,Hartford,Hartford-West Hartford-East Hartford,Hartford County
271682,1367,Aurora Highlands,Neighborhood,VA,VA,Arlington,Washington-Arlington-Alexandria,Arlington County
274129,1368,Jamestown,Neighborhood,GA,GA,Augusta,Augusta-Richmond County,Richmond County
764303,1369,Burleigh Tract,Neighborhood,CA,CA,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles County
271921,1370,Minor,Neighborhood,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County
273111,1371,Calumet Heights,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
403232,1372,Colina del Sol,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
272208,1373,Old North Milwaukee,Neighborhood,WI,WI,Milwaukee,Milwaukee-Waukesha-West Allis,Milwaukee County
268010,1374,Atwater Village,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County
270974,1375,Central,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County
270888,1376,Mill Basin,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County
274652,1377,Peabody,Neighborhood,MA,MA,Cambridge,Boston-Cambridge-Newton,Middlesex County
343876,1378,South Raleigh,Neighborhood,NC,NC,Raleigh,Raleigh,Wake County
272193,1379,Muskego Way,Neighborhood,WI,WI,Milwaukee,Milwaukee-Waukesha-West Allis,Milwaukee County
738020,1379,Seward Hall,Neighborhood,TN,TN,Franklin,Nashville-Davidson--Murfreesboro--Franklin,Williamson County
187050,1381,University Place,Neighborhood,NE,NE,Lincoln,Lincoln,Lancaster County
623401,1382,441 Corridor,Neighborhood,FL,FL,Hollywood,Miami-Fort Lauderdale-West Palm Beach,Broward County
210094,1383,East Oak Lane,Neighborhood,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County
396169,1384,Holiday City-Berkeley,Neighborhood,NJ,NJ,Berkeley Township,New York-Newark-Jersey City,Ocean County
28119,1385,Corona del Mar,Neighborhood,CA,CA,Newport Beach,Los Angeles-Long Beach-Anaheim,Orange County
269559,1386,West Bench,Neighborhood,ID,ID,Boise,Boise City,Ada County
270976,1387,Corlett,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County
268643,1388,Congress Park,Neighborhood,CO,CO,Denver,Denver-Aurora-Lakewood,Denver County
276065,1389,Whitney Ranch,Neighborhood,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County
275177,1390,Rio Bravo,Neighborhood,CA,CA,Bakersfield,Bakersfield,Kern County
271219,1391,Squirrel Hill North,Neighborhood,PA,PA,Pittsburgh,Pittsburgh,Allegheny County
761628,1392,Poinsettia,Neighborhood,CA,CA,Carlsbad,San Diego-Carlsbad,San Diego County
273184,1393,Central,Neighborhood,TX,TX,El Paso,El Paso,El Paso County
124944,1394,Kings Point,Neighborhood,FL,FL,Delray Beach,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County
220861,1395,Dentsville,Neighborhood,SC,SC,Columbia,Columbia,Richland County
271947,1396,Northgate,Neighborhood,OR,OR,Salem,Salem,Marion County
272849,1397,Ballantyne West,Neighborhood,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County
276346,1398,Glendale - Heather Downs,Neighborhood,OH,OH,Toledo,Toledo,Lucas County
272132,1399,Historic Mitchell Street,Neighborhood,WI,WI,Milwaukee,Milwaukee-Waukesha-West Allis,Milwaukee County
268964,1400,Driftwood,Neighborhood,FL,FL,Hollywood,Miami-Fort Lauderdale-West Palm Beach,Broward County
266482,1402,Adams,Neighborhood,UT,UT,Logan,Logan,Cache County
267997,1403,Allied Gardens,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
268308,1404,Mission Grove,Neighborhood,CA,CA,Riverside,Riverside-San Bernardino-Ontario,Riverside County
197599,1405,Rosebank,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County
274955,1406,Paradise Hills,Neighborhood,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County
273139,1407,Carmel Mountain,Neighborhood,CA,CA,San Diego,San Diego-Carlsbad,San Diego County
762132,1407,Central Campbell,Neighborhood,CA,CA,Campbell,San Jose-Sunnyvale-Santa Clara,Santa Clara County
764229,1409,The Avenue,Neighborhood,CA,CA,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura County
763693,1410,Central College Station,Neighborhood,TX,TX,College Station,College Station-Bryan,Brazos County
275420,1412,South Central,Neighborhood,KS,KS,Wichita,Wichita,Sedgwick County
269992,1413,Franklin Park,Neighborhood,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County
416306,1414,East Village,Neighborhood,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County
275327,1415,Sellwood-Moreland,Neighborhood,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County
274207,1417,Providence,Neighborhood,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County
417496,1418,Mission Terrace,Neighborhood,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County
275080,1418,Portsmouth,Neighborhood,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County
165435,1418,North Deering,Neighborhood,ME,ME,Portland,Portland-South Portland,Cumberland County
275042,1421,Pittman,Neighborhood,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County
117610,1422,Redwood Shores,Neighborhood,CA,CA,Redwood City,San Francisco-Oakland-Hayward,San Mateo County
403510,1422,Ruby Hill,Neighborhood,CO,CO,Denver,Denver-Aurora-Lakewood,Denver County
274692,1424,North Broadway,Neighborhood,NJ,NJ,Newark,New York-Newark-Jersey City,Essex County
417702,1425,Corona Hills,Neighborhood,CA,CA,Corona,Riverside-San Bernardino-Ontario,Riverside County
276349,1426,Grand Crossing,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County
34882,1427,Winter Hill,Neighborhood,MA,MA,Somerville,Boston-Cambridge-Newton,Middlesex County
